aa	3
de	3
test_primitives	3
inittest	3
ffail	3
fexpect	3
fexpect_string	3
fexpectf	3
fexpectd	3
fexpectl	3
auto	3
	2
va_copy	2
dave	2
prosser	2
preprocessing	2
com	2
pdf	2
libgen	2
locale	2
in_then	2
in_elif	2
condinclctx	2
macrotype	2
constructors	2
make_cond_incl	2
read_one_arg	2
readall	2
specifies	2
minor	2
do_read_args	2
in_ellipsis	2
read_args	2
containing	2
add_hide_set	2
glue_tokens	2
expand_all	2
otherwise	2
rparen	2
read_funclike_macro_params	2
read_funclike_macro_body	2
read_funclike_macro	2
read_obj_macro	2
read_define	2
read_undef	2
read_defined_op	2
read_intexpr_line	2
read_if	2
read_ifdef	2
read_ifndef	2
detect	2
read_else	2
read_elif	2
newlines	2
skip_newlines	2
read_endif	2
entire	2
skip	2
read_error	2
read_warning	2
join_paths	2
try	2
tokenizer	2
nor	2
form	2
guarded	2
read_include_next	2
include_next	2
feature	2
cur	2
read_pragma	2
read_line	2
atoi	2
flags	2
preserve	2
ignored	2
read_linemarker	2
unsupported	2
handle_date_macro	2
handle_time_macro	2
handle_timestamp_macro	2
current	2
localtime	2
handle_file_macro	2
handle_line_macro	2
handle_pragma_macro	2
_pragma	2
handle_base_file_macro	2
handle_counter_macro	2
handle_include_level_macro	2
init_keywords	2
init_predefined_macros	2
build_dir	2
__date__	2
__time__	2
__base_file__	2
time_t	2
timet	2
setlocale	2
lc_all	2
maybe_convert_keyword	2
small	2
min_cpp_token	2
nil	2
pre	2
post	2
prefixed	2
wchar_t	2
supposed	2
count_leading_ones	2
xc	2
xd	2
warn	2
stage	2
immediately	2
spec	2
requires	2
thus	2
st_mtime	2
close_file	2
readc_file	2
getc	2
readc_string	2
input_position	2
rsi	2
rdx	2
sregs	2
mregs	2
tab	2
pop_function	2
get_caller_list	2
emit_nostack	2
movsbq	2
movswq	2
shr	2
emit_intcast	2
emit_toint	2
si	2
emit_assign_deref	2
emit_pointer_arith	2
imul	2
emit_to_bool	2
ucomiss	2
ucomisd	2
usiginst	2
emit_binop_int_arith	2
emit_binop_float_arith	2
cvtsi	2
leave	2
emit_binop	2
emit_save_literal	2
emit_copy_struct	2
cmpinit	2
emit_fill_holes	2
initialized	2
qsort	2
isbitfield	2
set_reg_nums	2
emit_je	2
jmp	2
emit_literal	2
split	2
read_source_file	2
maybe_print_source_line	2
maybe_print_source_loc	2
emit_lvar	2
emit_gvar	2
emit_builtin_return_address	2
memory	2
emit_builtin_reg_class	2
emit_builtin_va_start	2
maybe_emit_builtin	2
classify_args	2
imax	2
xmax	2
save_arg_regs	2
restore_arg_regs	2
pop_int_args	2
pop_float_args	2
emit_func_call	2
opos	2
emit_decl	2
emit_conv	2
emit_deref	2
emit_ternary	2
emit_goto	2
emit_return	2
emit_compound_stmt	2
emit_logand	2
emit_logor	2
jne	2
emit_lognot	2
emit_bitand	2
emit_bitor	2
emit_bitnot	2
emit_cast	2
emit_comma	2
emit_assign	2
emit_label_addr	2
emit_computed_goto	2
emit_padding	2
emit_data_addr	2
emit_data_charptr	2
is_char_ptr	2
handle	2
emit_bss	2
emit_global_var	2
emit_regsave_area	2
push_func_params	2
emit_func_prologue	2
each	2
were	2
spaces	2
note	2
usually	2
space_token	2
newline_token	2
warnp	2
mark	2
ntok	2
make_strtok	2
make_number	2
make_invalid	2
iswhitespace	2
skipped	2
skip_char	2
skip_string	2
needs	2
even	2
however	2
compilers	2
until	2
matching	2
fast	2
grammar	2
point	2
octal	2
read_octal_char	2
read_hex_char	2
followed	2
hexadecimal	2
is_valid_ucn	2
ascii	2
escaped	2
their	2
trust	2
ken	2
http	2
isucs	2
starting	2
alternative	2
they	2
read_hash_digraph	2
op_arrow	2
buffer_empty	2
need	2
quoted	2
instead	2
temporarily	2
switches	2
again	2
assembly	2
fdump	2
output	2
nothing	2
moment	2
delete_temp_files	2
open_asmfile	2
mkstemps	2
parse_warnings_arg	2
parse_f_arg	2
parse_m_arg	2
parseopt	2
optind	2
preprocess	2
atexit	2
fork	2
maybe_rehash	2
map_get_nostack	2
parser	2
limits	2
largest	2
boundary	2
location	2
want	2
objects	2
scopes	2
these	2
type_short	2
type_uchar	2
type_enum	2
s_auto	2
s_register	2
mark_location	2
make_static_label	2
ast_static_lvar	2
ast_label_addr	2
has_varargs	2
make_stub_type	2
kind_stub	2
ensure_arithtype	2
copy_incomplete_type	2
istype	2
conversions	2
valid_pointer_binop	2
numeric	2
read_int_suffix	2
llu	2
read_int	2
strncasecmp	2
strtoul	2
int_max	2
read_float	2
isfloat	2
strpbrk	2
read_sizeof_operand_sub	2
read_sizeof_operand	2
read_alignof_operand	2
read_funcall	2
read_generic_list	2
kdefault	2
read_generic	2
read_var_or_func	2
get_compound_assign_op	2
read_stmt_expr	2
char_type	2
read_primary_expr	2
read_subscript_expr	2
